t,z,V,Mach,gamma,q_conv,q_rad,q_emit,q_net,T_surface,thickness
31.24,75786.2,8286.04,28.0818,0.347644,724949,8381.3,504.166,732826,315.317,0.148856
31.26,75729.7,8286.63,28.0838,0.347861,727840,8446.6,504.48,735782,315.367,0.148852
31.28,75673.2,8287.22,28.0858,0.348078,730745,8512.45,504.797,738752,315.416,0.148848
31.3,75616.6,8287.81,28.0878,0.348295,733663,8578.86,505.114,741737,315.466,0.148845
31.32,75560,8288.4,28.0898,0.348512,736595,8645.83,505.433,744735,315.516,0.148841
31.34,75503.3,8288.99,28.0918,0.34873,739540,8713.37,505.754,747748,315.566,0.148837
31.36,75446.7,8289.59,28.0938,0.348947,742500,8781.49,506.076,750775,315.617,0.148833
31.38,75389.9,8290.18,28.0958,0.349164,745473,8850.18,506.399,753816,315.667,0.14883
31.4,75333.2,8290.77,28.0978,0.349381,748460,8919.45,506.724,756872,315.718,0.148826
31.42,75276.4,8291.37,28.0999,0.349599,751461,8989.32,507.051,759943,315.769,0.148822
31.44,75219.5,8291.96,28.1019,0.349816,754476,9059.78,507.378,763028,315.82,0.148818
31.46,75162.7,8292.56,28.1039,0.350034,757505,9130.84,507.708,766128,315.872,0.148814
31.48,75105.8,8293.15,28.1059,0.350252,760548,9202.5,508.039,769243,315.923,0.14881
31.5,75048.8,8293.75,28.1079,0.350469,763606,9274.78,508.371,772372,315.975,0.148807
31.52,74991.8,8294.35,28.11,0.350687,766678,9347.67,508.705,775517,316.027,0.148803
31.54,74934.8,8294.94,28.112,0.350905,769764,9421.18,509.041,778676,316.08,0.148799
31.56,74877.7,8295.54,28.114,0.351123,772865,9495.33,509.378,781851,316.132,0.148795
31.58,74820.6,8296.14,28.116,0.351341,775981,9570.1,509.716,785041,316.185,0.148791
31.6,74763.5,8296.74,28.1181,0.351559,779111,9645.52,510.056,788246,316.238,0.148787
31.62,74706.3,8297.34,28.1201,0.351777,782256,9721.58,510.398,791467,316.291,0.148783
31.64,74649.1,8297.94,28.1221,0.351996,785416,9798.29,510.741,794703,316.344,0.148779
31.66,74591.9,8298.54,28.1242,0.352214,788590,9875.66,511.086,797955,316.398,0.148775
31.68,74534.6,8299.14,28.1262,0.352432,791780,9953.69,511.433,801222,316.452,0.148771
31.7,74477.2,8299.74,28.1282,0.352651,794985,10032.4,511.781,804505,316.506,0.148767
31.72,74419.9,8300.34,28.1303,0.352869,798204,10111.8,512.13,807804,316.56,0.148763
31.74,74362.5,8300.94,28.1323,0.353088,801440,10191.8,512.482,811119,316.614,0.148759
31.76,74305,8301.55,28.1343,0.353307,804690,10272.6,512.835,814450,316.669,0.148755
31.78,74247.5,8302.15,28.1364,0.353525,807956,10354,513.189,817797,316.724,0.148751
31.8,74190,8302.75,28.1384,0.353744,811237,10436.2,513.545,821160,316.779,0.148747
31.82,74132.5,8303.36,28.1405,0.353963,814534,10519,513.903,824539,316.835,0.148743
31.84,74074.9,8303.96,28.1425,0.354182,817846,10602.6,514.263,827935,316.89,0.148739
31.86,74017.2,8304.57,28.1446,0.354401,821175,10686.9,514.624,831347,316.946,0.148734
31.88,73959.5,8305.18,28.1467,0.354621,824519,10771.9,514.987,834776,317.002,0.14873
31.9,73901.8,8305.78,28.1487,0.35484,827879,10857.6,515.352,838221,317.059,0.148726
31.92,73844.1,8306.39,28.1508,0.355059,831255,10944.1,515.718,841683,317.115,0.148722
31.94,73786.3,8307,28.1528,0.355279,834647,11031.4,516.086,845162,317.172,0.148718
31.96,73728.5,8307.61,28.1549,0.355498,838055,11119.4,516.456,848658,317.229,0.148713
31.98,73670.6,8308.22,28.157,0.355718,841480,11208.1,516.827,852171,317.286,0.148709
32,73612.7,8308.83,28.159,0.355938,844921,11297.6,517.201,855701,317.344,0.148705
32.02,73554.7,8309.44,28.1611,0.356158,848378,11388,517.576,859248,317.401,0.148701
32.04,73496.8,8310.05,28.1632,0.356378,851852,11479,517.953,862813,317.459,0.148696
32.06,73438.7,8310.67,28.1653,0.356598,855343,11570.9,518.331,866395,317.518,0.148692
32.08,73380.7,8311.28,28.1673,0.356818,858850,11663.6,518.712,869995,317.576,0.148688
32.1,73322.6,8311.89,28.1694,0.357038,862374,11757.1,519.094,873612,317.635,0.148683
32.12,73264.5,8312.51,28.1715,0.357258,865915,11851.4,519.478,877247,317.694,0.148679
32.14,73206.3,8313.12,28.1736,0.357479,869473,11946.5,519.864,880900,317.753,0.148674
32.16,73148.1,8313.74,28.1757,0.357699,873048,12042.4,520.251,884570,317.813,0.14867
32.18,73089.8,8314.36,28.1778,0.35792,876640,12139.2,520.641,888259,317.872,0.148666
32.2,73031.5,8314.98,28.1799,0.358141,880250,12236.8,521.032,891966,317.932,0.148661
32.22,72973.2,8315.6,28.182,0.358361,883877,12335.3,521.426,895691,317.992,0.148657
32.24,72914.8,8316.22,28.1841,0.358582,887522,12434.6,521.821,899434,318.053,0.148652
32.26,72856.4,8316.84,28.1862,0.358803,891184,12534.9,522.218,903196,318.114,0.148648
32.28,72798,8317.46,28.1883,0.359024,894864,12635.9,522.617,906977,318.175,0.148643
32.3,72739.5,8318.08,28.1904,0.359246,898561,12737.9,523.017,910776,318.236,0.148639
32.32,72681,8318.7,28.1925,0.359467,902277,12840.8,523.42,914594,318.297,0.148634
32.34,72622.4,8319.33,28.1946,0.359689,906010,12944.5,523.825,918431,318.359,0.148629
32.36,72563.8,8319.95,28.1967,0.35991,909762,13049.2,524.232,922287,318.421,0.148625
32.38,72505.2,8320.58,28.1989,0.360132,913532,13154.8,524.64,926162,318.483,0.14862
32.4,72446.5,8321.21,28.201,0.360353,917320,13261.3,525.051,930056,318.546,0.148615
32.42,72387.8,8321.84,28.2031,0.360575,921127,13368.8,525.463,933970,318.609,0.148611
32.44,72329,8322.47,28.2052,0.360797,924952,13477.2,525.878,937903,318.672,0.148606
32.46,72270.2,8323.1,28.2074,0.361019,928796,13586.6,526.294,941856,318.735,0.148601
32.48,72211.4,8323.73,28.2095,0.361242,932658,13696.9,526.713,945828,318.799,0.148597
32.5,72152.5,8324.36,28.2117,0.361464,936539,13808.2,527.134,949821,318.863,0.148592
32.52,72093.6,8325,28.2138,0.361686,940440,13920.5,527.556,953833,318.927,0.148587
32.54,72034.6,8325.63,28.216,0.361909,944359,14033.8,527.981,957865,318.991,0.148582
32.56,71975.6,8326.27,28.2181,0.362132,948298,14148,528.408,961918,319.056,0.148578
32.58,71916.6,8326.9,28.2203,0.362354,952256,14263.3,528.837,965990,319.121,0.148573
32.6,71857.5,8327.54,28.2225,0.362577,956233,14379.6,529.267,970084,319.186,0.148568
32.62,71798.4,8328.18,28.2246,0.3628,960230,14497,529.701,974197,319.252,0.148563
32.64,71739.3,8328.82,28.2268,0.363023,964247,14615.4,530.136,978332,319.318,0.148558
32.66,71680.1,8329.47,28.229,0.363247,968283,14734.8,530.573,982487,319.384,0.148553
32.68,71620.9,8330.11,28.2312,0.36347,972339,14855.3,531.012,986663,319.45,0.148548
32.7,71561.6,8330.75,28.2333,0.363693,976415,14976.9,531.454,990861,319.517,0.148543
32.72,71502.3,8331.4,28.2355,0.363917,980512,15099.5,531.898,995079,319.584,0.148538
32.74,71442.9,8332.05,28.2377,0.364141,984628,15223.2,532.344,999319,319.651,0.148533
32.76,71383.6,8332.7,28.2399,0.364364,988765,15348.1,532.792,1.00358e+06,319.718,0.148528
32.78,71324.1,8333.35,28.2421,0.364588,992923,15474,533.242,1.00786e+06,319.786,0.148523
32.8,71264.7,8334,28.2443,0.364812,997101,15601.1,533.695,1.01217e+06,319.854,0.148518
32.82,71205.2,8334.65,28.2466,0.365037,1.0013e+06,15729.3,534.15,1.01649e+06,319.923,0.148513
32.84,71145.6,8335.31,28.2488,0.365261,1.00552e+06,15858.7,534.607,1.02084e+06,319.991,0.148508
32.86,71086,8335.97,28.251,0.365485,1.00976e+06,15989.2,535.066,1.02521e+06,320.06,0.148503
32.88,71026.4,8336.62,28.2532,0.36571,1.01402e+06,16120.9,535.528,1.02961e+06,320.13,0.148498
32.9,70966.8,8337.28,28.2555,0.365935,1.0183e+06,16253.8,535.992,1.03402e+06,320.199,0.148493
32.92,70907.1,8337.94,28.2577,0.366159,1.02261e+06,16387.8,536.458,1.03846e+06,320.269,0.148487
32.94,70847.3,8338.61,28.26,0.366384,1.02693e+06,16523.1,536.927,1.04292e+06,320.339,0.148482
32.96,70787.5,8339.27,28.2622,0.366609,1.03128e+06,16659.6,537.397,1.0474e+06,320.41,0.148477
32.98,70727.7,8339.94,28.2645,0.366834,1.03565e+06,16797.3,537.871,1.05191e+06,320.481,0.148472
33,70667.9,8340.61,28.2667,0.36706,1.04004e+06,16936.2,538.346,1.05644e+06,320.552,0.148466
33.02,70608,8341.28,28.269,0.367285,1.04446e+06,17076.4,538.824,1.06099e+06,320.623,0.148461
33.04,70548,8341.95,28.2713,0.36751,1.04889e+06,17217.9,539.305,1.06557e+06,320.695,0.148456
33.06,70488,8342.62,28.2736,0.367736,1.05335e+06,17360.6,539.788,1.07017e+06,320.767,0.148451
33.08,70428,8343.3,28.2758,0.367962,1.05783e+06,17504.6,540.273,1.07479e+06,320.839,0.148445
33.1,70368,8343.97,28.2781,0.368188,1.06233e+06,17650,540.76,1.07944e+06,320.912,0.14844
33.12,70307.8,8344.65,28.2804,0.368413,1.06686e+06,17796.6,541.251,1.08411e+06,320.985,0.148434
33.14,70247.7,8345.34,28.2828,0.36864,1.07141e+06,17944.6,541.743,1.08881e+06,321.058,0.148429
33.16,70187.5,8346.02,28.2851,0.368866,1.07598e+06,18093.9,542.238,1.09353e+06,321.132,0.148423
33.18,70127.3,8346.7,28.2874,0.369092,1.08057e+06,18244.5,542.736,1.09827e+06,321.206,0.148418
33.2,70067,8347.39,28.2897,0.369318,1.08519e+06,18396.6,543.236,1.10304e+06,321.28,0.148412
33.22,70006.7,8348.08,28.2921,0.369545,1.08983e+06,18550,543.739,1.10784e+06,321.355,0.148407
33.24,69946.4,8348.77,28.2944,0.369772,1.0945e+06,18704.8,544.244,1.11266e+06,321.43,0.148401
33.26,69886,8349.47,28.2968,0.369998,1.09919e+06,18861,544.752,1.1175e+06,321.505,0.148396
33.28,69825.6,8350.16,28.2991,0.370225,1.1039e+06,19018.6,545.262,1.12237e+06,321.581,0.14839
33.3,69765.1,8350.86,28.3015,0.370452,1.10863e+06,19177.7,545.775,1.12727e+06,321.657,0.148385
33.32,69704.6,8351.56,28.3039,0.370679,1.1134e+06,19338.3,546.291,1.13219e+06,321.733,0.148379
33.34,69644.1,8352.27,28.3062,0.370906,1.11818e+06,19500.2,546.809,1.13713e+06,321.809,0.148373
33.36,69583.5,8352.97,28.3086,0.371134,1.12299e+06,19663.7,547.33,1.14211e+06,321.886,0.148367
33.38,69522.9,8353.68,28.311,0.371361,1.12783e+06,19828.7,547.854,1.14711e+06,321.964,0.148362
33.4,69462.2,8354.39,28.3134,0.371588,1.13269e+06,19995.2,548.38,1.15213e+06,322.041,0.148356
33.42,69401.5,8355.1,28.3159,0.371816,1.13757e+06,20163.2,548.909,1.15718e+06,322.119,0.14835
33.44,69340.8,8355.82,28.3183,0.372044,1.14248e+06,20332.7,549.441,1.16226e+06,322.198,0.148344
33.46,69280,8356.54,28.3207,0.372271,1.14742e+06,20503.8,549.975,1.16737e+06,322.276,0.148339
33.48,69219.1,8357.26,28.3232,0.372499,1.15238e+06,20676.5,550.513,1.1725e+06,322.355,0.148333
33.5,69158.3,8357.98,28.3256,0.372727,1.15736e+06,20850.8,551.053,1.17766e+06,322.435,0.148327
33.52,69097.4,8358.71,28.3281,0.372955,1.16237e+06,21026.7,551.595,1.18285e+06,322.514,0.148321
33.54,69036.4,8359.44,28.3305,0.373183,1.16741e+06,21204.1,552.141,1.18806e+06,322.594,0.148315
33.56,68975.4,8360.17,28.333,0.373411,1.17248e+06,21383.3,552.689,1.19331e+06,322.675,0.148309
33.58,68914.4,8360.91,28.3355,0.37364,1.17757e+06,21564.1,553.241,1.19858e+06,322.756,0.148303
33.6,68853.3,8361.64,28.338,0.373868,1.18269e+06,21746.5,553.795,1.20388e+06,322.837,0.148297
33.62,68792.2,8362.39,28.3405,0.374096,1.18783e+06,21930.7,554.352,1.20921e+06,322.918,0.148291
33.64,68731.1,8363.13,28.3431,0.374325,1.193e+06,22116.5,554.912,1.21456e+06,323,0.148285
33.66,68669.9,8363.88,28.3456,0.374553,1.1982e+06,22304.1,555.475,1.21995e+06,323.082,0.148279
33.68,68608.6,8364.63,28.3481,0.374782,1.20342e+06,22493.4,556.041,1.22536e+06,323.165,0.148273
33.7,68547.3,8365.38,28.3507,0.375011,1.20868e+06,22684.5,556.61,1.23081e+06,323.248,0.148266
33.72,68486,8366.14,28.3533,0.375239,1.21396e+06,22877.3,557.182,1.23628e+06,323.331,0.14826
33.74,68424.7,8366.9,28.3558,0.375468,1.21927e+06,23072,557.756,1.24178e+06,323.415,0.148254
33.76,68363.3,8367.66,28.3584,0.375697,1.2246e+06,23268.4,558.334,1.24731e+06,323.499,0.148248
33.78,68301.8,8368.43,28.361,0.375926,1.22997e+06,23466.7,558.915,1.25288e+06,323.583,0.148242
33.8,68240.3,8369.2,28.3636,0.376154,1.23536e+06,23666.8,559.499,1.25847e+06,323.668,0.148235
33.82,68178.8,8369.97,28.3662,0.376383,1.24078e+06,23868.9,560.086,1.26409e+06,323.754,0.148229
33.84,68117.2,8370.75,28.3689,0.376612,1.24623e+06,24072.7,560.677,1.26974e+06,323.839,0.148223
33.86,68055.6,8371.53,28.3715,0.376841,1.25171e+06,24278.6,561.27,1.27543e+06,323.925,0.148216
33.88,67994,8372.32,28.3742,0.37707,1.25722e+06,24486.3,561.866,1.28114e+06,324.012,0.14821
33.9,67932.3,8373.1,28.3769,0.377299,1.26276e+06,24696,562.466,1.28689e+06,324.098,0.148203
33.92,67870.6,8373.9,28.3795,0.377528,1.26833e+06,24907.6,563.069,1.29267e+06,324.186,0.148197
33.94,67808.8,8374.69,28.3822,0.377757,1.27392e+06,25121.3,563.675,1.29848e+06,324.273,0.148191
33.96,67747,8375.49,28.385,0.377986,1.27955e+06,25336.9,564.284,1.30432e+06,324.361,0.148184
33.98,67685.1,8376.3,28.3877,0.378214,1.28521e+06,25554.6,564.897,1.3102e+06,324.449,0.148177
34,67623.2,8377.1,28.3904,0.378443,1.2909e+06,25774.3,565.513,1.3161e+06,324.538,0.148171
34.02,67561.3,8377.91,28.3932,0.378672,1.29661e+06,25996.1,566.132,1.32204e+06,324.627,0.148164
34.04,67499.3,8378.73,28.3959,0.378901,1.30236e+06,26220,566.755,1.32802e+06,324.717,0.148158
34.06,67437.3,8379.55,28.3987,0.379129,1.30814e+06,26446,567.381,1.33402e+06,324.807,0.148151
34.08,67375.2,8380.37,28.4015,0.379358,1.31395e+06,26674.2,568.01,1.34006e+06,324.897,0.148144
34.1,67313.1,8381.2,28.4043,0.379587,1.3198e+06,26904.5,568.643,1.34613e+06,324.988,0.148138
34.12,67251,8382.03,28.4071,0.379815,1.32567e+06,27137,569.279,1.35224e+06,325.08,0.148131
34.14,67188.8,8382.87,28.41,0.380044,1.33158e+06,27371.7,569.918,1.35838e+06,325.171,0.148124
34.16,67126.5,8383.71,28.4128,0.380272,1.33752e+06,27608.6,570.561,1.36455e+06,325.263,0.148117
34.18,67064.3,8384.56,28.4157,0.3805,1.34349e+06,27847.8,571.208,1.37076e+06,325.356,0.14811
34.2,67001.9,8385.41,28.4186,0.380728,1.34949e+06,28089.2,571.858,1.37701e+06,325.449,0.148103
34.22,66939.6,8386.26,28.4215,0.380956,1.35553e+06,28333,572.512,1.38329e+06,325.542,0.148097
34.24,66877.2,8387.12,28.4244,0.381184,1.36159e+06,28579,573.169,1.3896e+06,325.636,0.14809
34.26,66814.7,8387.98,28.4273,0.381412,1.3677e+06,28827.5,573.83,1.39595e+06,325.73,0.148083
34.28,66752.3,8388.85,28.4302,0.381639,1.37383e+06,29078.3,574.494,1.40234e+06,325.825,0.148076
34.3,66689.7,8389.72,28.4332,0.381867,1.38e+06,29331.4,575.162,1.40876e+06,325.92,0.148069
34.32,66627.2,8390.6,28.4362,0.382094,1.3862e+06,29587.1,575.834,1.41522e+06,326.015,0.148061
34.34,66564.6,8391.48,28.4392,0.382321,1.39244e+06,29845.1,576.51,1.42171e+06,326.111,0.148054
34.36,66501.9,8392.37,28.4422,0.382547,1.39871e+06,30105.7,577.189,1.42824e+06,326.208,0.148047
34.38,66439.2,8393.26,28.4452,0.382774,1.40502e+06,30368.7,577.872,1.43481e+06,326.305,0.14804
34.4,66376.5,8394.16,28.4482,0.383,1.41136e+06,30634.2,578.559,1.44142e+06,326.402,0.148033
34.42,66313.7,8395.06,28.4513,0.383226,1.41774e+06,30902.3,579.249,1.44806e+06,326.5,0.148026
34.44,66250.9,8395.97,28.4543,0.383452,1.42415e+06,31173,579.944,1.45474e+06,326.598,0.148018
34.46,66188,8396.88,28.4574,0.383678,1.43059e+06,31446.3,580.642,1.46146e+06,326.697,0.148011
34.48,66125.1,8397.79,28.4605,0.383903,1.43707e+06,31722.2,581.344,1.46822e+06,326.796,0.148004
34.5,66062.2,8398.72,28.4637,0.384128,1.44359e+06,32000.8,582.05,1.47501e+06,326.895,0.147996
34.52,65999.2,8399.64,28.4668,0.384353,1.45015e+06,32282.1,582.76,1.48185e+06,326.996,0.147989
34.54,65936.2,8400.57,28.47,0.384577,1.45674e+06,32566.1,583.474,1.48872e+06,327.096,0.147981
34.56,65873.1,8401.51,28.4731,0.384801,1.46336e+06,32852.8,584.192,1.49563e+06,327.197,0.147974
34.58,65810,8402.45,28.4763,0.385024,1.47003e+06,33142.3,584.914,1.50259e+06,327.299,0.147966
34.6,65746.8,8403.4,28.4795,0.385248,1.47673e+06,33434.6,585.64,1.50958e+06,327.401,0.147959
34.62,65683.6,8404.35,28.4827,0.38547,1.48347e+06,33729.7,586.371,1.51661e+06,327.503,0.147951
34.64,65620.4,8405.3,28.486,0.385693,1.49024e+06,34027.7,587.105,1.52368e+06,327.606,0.147944
34.66,65557.1,8406.27,28.4892,0.385915,1.49706e+06,34328.6,587.843,1.5308e+06,327.709,0.147936
34.68,65493.8,8407.23,28.4925,0.386136,1.50391e+06,34632.4,588.586,1.53795e+06,327.813,0.147928
34.7,65430.4,8408.2,28.4958,0.386357,1.5108e+06,34939.2,589.333,1.54515e+06,327.918,0.147921
34.72,65367,8409.18,28.4991,0.386578,1.51773e+06,35248.9,590.084,1.55239e+06,328.023,0.147913
34.74,65303.6,8410.16,28.5025,0.386798,1.5247e+06,35561.6,590.84,1.55967e+06,328.128,0.147905
34.76,65240.1,8411.15,28.5058,0.387017,1.5317e+06,35877.4,591.6,1.56699e+06,328.234,0.147897
34.78,65176.6,8412.14,28.5092,0.387236,1.53875e+06,36196.3,592.364,1.57435e+06,328.34,0.147889
34.8,65113,8413.14,28.5125,0.387455,1.54583e+06,36518.2,593.132,1.58176e+06,328.447,0.147882
34.82,65049.4,8414.14,28.5159,0.387672,1.55296e+06,36843.3,593.905,1.5892e+06,328.555,0.147874
34.84,64985.7,8415.15,28.5193,0.38789,1.56012e+06,37171.6,594.682,1.5967e+06,328.663,0.147866
34.86,64922,8416.16,28.5228,0.388106,1.56732e+06,37503,595.464,1.60423e+06,328.771,0.147858
34.88,64858.3,8417.18,28.5262,0.388322,1.57457e+06,37837.7,596.251,1.61181e+06,328.88,0.14785
34.9,64794.5,8418.2,28.5297,0.388537,1.58185e+06,38175.6,597.042,1.61943e+06,328.99,0.147841
34.92,64730.7,8419.22,28.5332,0.388752,1.58918e+06,38516.9,597.837,1.6271e+06,329.1,0.147833
34.94,64666.8,8420.25,28.5366,0.388965,1.59654e+06,38861.5,598.637,1.63481e+06,329.21,0.147825
34.96,64602.9,8421.29,28.5402,0.389179,1.60395e+06,39209.4,599.442,1.64256e+06,329.321,0.147817
34.98,64539,8422.33,28.5437,0.389391,1.6114e+06,39560.7,600.251,1.65036e+06,329.433,0.147809
35,64475,8423.37,28.5472,0.389602,1.61889e+06,39915.5,601.065,1.6582e+06,329.545,0.1478
35.02,64411,8424.42,28.5508,0.389813,1.62642e+06,40273.7,601.884,1.66609e+06,329.658,0.147792
35.04,64346.9,8425.47,28.5543,0.390023,1.63399e+06,40635.5,602.708,1.67403e+06,329.771,0.147784
35.06,64282.8,8426.53,28.5579,0.390232,1.64161e+06,41000.7,603.536,1.68201e+06,329.885,0.147775
35.08,64218.7,8427.59,28.5615,0.39044,1.64927e+06,41369.6,604.37,1.69003e+06,329.999,0.147767
35.1,64154.5,8428.65,28.5651,0.390647,1.65697e+06,41742,605.208,1.6981e+06,330.114,0.147758
35.12,64090.2,8429.72,28.5687,0.390853,1.66471e+06,42118.1,606.051,1.70622e+06,330.229,0.14775
35.14,64026,8430.79,28.5724,0.391059,1.6725e+06,42497.8,606.899,1.71439e+06,330.345,0.147741
35.16,63961.7,8431.86,28.576,0.391263,1.68032e+06,42881.2,607.752,1.7226e+06,330.462,0.147733
35.18,63897.3,8432.94,28.5797,0.391466,1.68819e+06,43268.4,608.61,1.73085e+06,330.579,0.147724
35.2,63832.9,8434.02,28.5833,0.391668,1.69611e+06,43659.4,609.474,1.73916e+06,330.697,0.147715
35.22,63768.5,8435.11,28.587,0.39187,1.70407e+06,44054.2,610.342,1.74751e+06,330.815,0.147707
35.24,63704,8436.19,28.5907,0.39207,1.71207e+06,44452.8,611.215,1.75591e+06,330.934,0.147698
35.26,63639.5,8437.28,28.5944,0.392269,1.72011e+06,44855.3,612.094,1.76435e+06,331.053,0.147689
35.28,63575,8438.37,28.5981,0.392467,1.7282e+06,45261.7,612.978,1.77285e+06,331.173,0.14768
35.3,63510.4,8439.47,28.6018,0.392663,1.73633e+06,45672.1,613.867,1.78139e+06,331.294,0.147671
35.32,63445.8,8440.56,28.6055,0.392859,1.74451e+06,46086.5,614.762,1.78998e+06,331.415,0.147662
35.34,63381.1,8441.66,28.6092,0.393053,1.75273e+06,46504.8,615.662,1.79862e+06,331.537,0.147653
35.36,63316.4,8442.76,28.6129,0.393247,1.76099e+06,46927.3,616.567,1.8073e+06,331.659,0.147644
35.38,63251.7,8443.86,28.6166,0.393438,1.7693e+06,47353.8,617.478,1.81603e+06,331.782,0.147635
35.4,63186.9,8444.96,28.6204,0.393629,1.77765e+06,47784.5,618.394,1.82481e+06,331.905,0.147626
35.42,63122.1,8446.06,28.6241,0.393819,1.78604e+06,48219.4,619.316,1.83364e+06,332.03,0.147617
35.44,63057.2,8447.16,28.6278,0.394007,1.79448e+06,48658.4,620.243,1.84252e+06,332.154,0.147608
35.46,62992.3,8448.26,28.6316,0.394193,1.80297e+06,49101.7,621.176,1.85145e+06,332.28,0.147598
35.48,62927.4,8449.36,28.6353,0.394379,1.8115e+06,49549.3,622.114,1.86042e+06,332.406,0.147589
35.5,62862.4,8450.46,28.639,0.394563,1.82007e+06,50001.1,623.058,1.86945e+06,332.532,0.14758
35.52,62797.4,8451.55,28.6427,0.394745,1.82869e+06,50457.4,624.008,1.87852e+06,332.66,0.14757
35.54,62732.4,8452.65,28.6464,0.394927,1.83735e+06,50918,624.964,1.88764e+06,332.788,0.147561
35.56,62667.3,8453.74,28.6502,0.395107,1.84605e+06,51383,625.925,1.89681e+06,332.916,0.147551
35.58,62602.2,8454.84,28.6539,0.395285,1.8548e+06,51852.4,626.893,1.90603e+06,333.045,0.147542
35.6,62537.1,8455.92,28.6575,0.395462,1.8636e+06,52326.4,627.866,1.9153e+06,333.175,0.147532
35.62,62471.9,8457.01,28.6612,0.395638,1.87243e+06,52804.9,628.845,1.92461e+06,333.305,0.147523
35.64,62406.7,8458.09,28.6649,0.395812,1.88132e+06,53287.9,629.83,1.93397e+06,333.436,0.147513
35.66,62341.4,8459.17,28.6686,0.395984,1.89024e+06,53775.5,630.821,1.94339e+06,333.568,0.147503
